Company_name,Rating,Reviews,Industry_and_Location
Rackspace,3.7,(721),IT Services & Consulting | Gurgaon / Gurugram +15 other locations
Celebal Technologies,3.0,(720),IT Services & Consulting | Jaipur +23 other locations
ASG Eye Hospital,3.5,(719),Healthcare | Jaipur +76 other locations
Ameriprise Financial,3.7,(720),Financial Services | Gurgaon / Gurugram +11 other locations
Boeing,3.8,(719),Aviation | Bangalore / Bengaluru +12 other locations
Neuland Laboratories,4.0,(718),Pharma | Hyderabad / Secunderabad +7 other locations
Lenovo,4.0,(719),Consumer Electronics & Appliances | Bangalore / Bengaluru +84 other locations
DuPont,4.2,(718),Waste Management | Hyderabad / Secunderabad +47 other locations
Protiviti,3.1,(717),Management Consulting | Gurgaon / Gurugram +28 other locations
Adidas,3.9,(716),Fashion & Textile | Gurgaon / Gurugram +69 other locations
V-Trans,3.8,(715),Logistics | Mumbai +93 other locations
Padget Electronics,3.9,(714),Electronics Manufacturing | Noida +16 other locations
Google Operations Center,3.6,(713),BPO | Hyderabad / Secunderabad +16 other locations
Stellantis,3.4,(712),Automobile | Chennai +16 other locations
McKinsey & Company,3.8,(712),Management Consulting | Gurgaon / Gurugram +25 other locations
Care Hospital,4.0,(711),Healthcare | Hyderabad / Secunderabad +41 other locations
RITES,3.9,(709),Engineering & Construction | Gurgaon / Gurugram +86 other locations
Expleo Solutions,3.5,(709),IT Services & Consulting | Chennai +15 other locations
XcelServ Solutions,4.4,(708),IT Services & Consulting | New Delhi +33 other locations
Ag Industries,4.0,(708),Auto Components | Gurgaon / Gurugram +32 other locations
Molex,3.9,(708),Electronics Manufacturing | Bangalore / Bengaluru +17 other locations
TDK India Private Limited,3.9,(708),Nashik +26 other locations
Biba Apparels,3.6,(707),Fashion & Textile | New Delhi +97 other locations
Writer Information Management Services,3.2,(708),BPO | Mumbai +67 other locations
NecLife,3.6,(706),Pharma | Chandigarh +30 other locations
BDO India LLP,3.3,(706),Accounting & Auditing | Mumbai +35 other locations
Ascendion,3.4,(706),IT Services & Consulting | Bangalore / Bengaluru +16 other locations
LG Soft India,2.9,(704),IT Services & Consulting | Bangalore / Bengaluru +15 other locations
Nvidia,3.5,(704),Hardware & Networking | Pune +19 other locations
AI Airport Services,3.3,(702),Aviation | Mumbai +61 other locations
Sykes Business Services Of India,3.4,(703),BPO | Hyderabad / Secunderabad +17 other locations
Sterlite Power,4.1,(705),Power | New Delhi +83 other locations
uFaber,2.2,(703),Education & Training | Mumbai +24 other locations
Mitsubishi Electric India,4.2,(702),Electronics Manufacturing | Pune +51 other locations
Mindsprint,3.6,(702),IT Services & Consulting | Chennai +10 other locations
TCNS Clothing Company,4.1,(701),Fashion & Textile | New Delhi +110 other locations
Volkswagen Group Technology Solution,3.9,(700),IT Services & Consulting | Pune +14 other locations
Aurigo Software Technologies,4.6,(700),Software Product | Bangalore / Bengaluru +6 other locations
Transrail Lighting,4.0,(701),Engineering & Construction | Mumbai +98 other locations
B. G. Shirke Construction Technology,4.2,(699),Engineering & Construction | Pune +26 other locations
Bikanervala,3.9,(699),FMCG | New Delhi +69 other locations
Medreich,3.9,(698),Pharma | Bangalore / Bengaluru +14 other locations
LEAP India Limited,4.6,(698),Packaging | Mumbai +47 other locations
BSH Home Appliances Group,3.9,(697),Consumer Electronics & Appliances | Bangalore / Bengaluru +58 other locations
Samunnati,4.5,(697),NBFC | Chennai +61 other locations
Turtlemint,3.6,(697),Internet | Mumbai +114 other locations
Office Beacon,4.6,(696),BPO | Vadodara +21 other locations
Electrosteel Casting,3.7,(696),Building Material | Kolkata +28 other locations
Rentokil Pest Control,3.6,(696),Facility Management Services | Mumbai +109 other locations
Tavant Technologies,3.8,(696),IT Services & Consulting | Bangalore / Bengaluru +13 other locations
Delta Electronics,3.9,(695),Electronics Manufacturing | Bangalore / Bengaluru +43 other locations
Raychem RPG,3.7,(694),Electrical Equipment | Mumbai +32 other locations
Evision Technoserve,4.7,(694),Pune +44 other locations
Redcliffe Labs,3.9,(693),Healthcare | New Delhi +83 other locations
The Akshaya Patra Foundation,4.3,(694),Non-Profit | Bangalore / Bengaluru +66 other locations
Eugia Pharma Specialities,4.0,(693),Pharma | Hyderabad / Secunderabad +18 other locations
Bristlecone,3.6,(693),IT Services & Consulting | Bangalore / Bengaluru +15 other locations
Koch Business Solutions,3.2,(691),IT Services & Consulting | Bangalore / Bengaluru +11 other locations
Genus Power Infrastructures,3.9,(690),Electronics Manufacturing | Jaipur +84 other locations
Home First Finance Company India,3.5,(689),NBFC | Mumbai +103 other locations
Gartner,3.8,(688),Management Consulting | Gurgaon / Gurugram +18 other locations
Amrit Cement,3.9,(688),Building Material | Guwahati +50 other locations
Mynd Solutions Private,3.6,(688),BPO | Gurgaon / Gurugram +32 other locations
Bahwan CyberTek,3.4,(688),IT Services & Consulting | Chennai +21 other locations
Embibe,3.4,(687),EdTech | Bangalore / Bengaluru +19 other locations
Goodyear,3.5,(686),Auto Components | Aurangabad +65 other locations
Kurlon,4.3,(686),Furniture & Furnishing | Bangalore / Bengaluru +88 other locations
Visteon,3.2,(686),Auto Components | Chennai +21 other locations
HSBC Bank,3.9,(685),Banking | Bangalore / Bengaluru +38 other locations
Ramky Infrastructure,4.2,(687),Engineering & Construction | Hyderabad / Secunderabad +51 other locations
Transsion,3.9,(683),Consumer Electronics & Appliances | Noida +62 other locations
Apple,4.3,(685),Consumer Electronics & Appliances | Bangalore / Bengaluru +106 other locations
Toppr,3.4,(685),EdTech | Mumbai +42 other locations
Razorpay,3.4,(685),FinTech | Bangalore / Bengaluru +26 other locations
Lovely Professional University,3.4,(684),Education & Training | Jalandhar +30 other locations
Thriveni Earthmovers,4.0,(684),Metals & Mining | Jamshedpur +45 other locations
Eastman Auto and Power Limited,3.9,(683),Electronics Manufacturing | Gurgaon / Gurugram +69 other locations
Csc E Governance Services,3.8,(684),Government | New Delhi +200 other locations
ExportersIndia,4.9,(682),Internet | New Delhi +2 other locations
URC Construction,3.7,(683),Engineering & Construction | Chennai +49 other locations
Micro Turners,3.8,(682),Auto Components | Baddi +42 other locations
Bharat Serums and Vaccines,4.0,(682),Pharma | Mumbai +65 other locations
Titan Eye Plus,4.1,(682),Other | Kolkata +131 other locations
Vindhya Telelinks,4.0,(682),Hardware & Networking | New Delhi +93 other locations
HRH Next Services,2.9,(682),BPO | Hyderabad / Secunderabad +23 other locations
North East Small Finance Bank,3.6,(681),Banking | Guwahati +93 other locations
Flash Electronics,3.6,(681),Electronics Manufacturing | Pune +23 other locations
Asb International,3.6,(680),Industrial Machinery | Mumbai +23 other locations
Doosan Power Systems,4.3,(679),Power | Gurgaon / Gurugram +31 other locations
Bayer Crop Science Vegetable Seeds,4.1,(679),Bangalore / Bengaluru +138 other locations
Caparo Engineering India,4.0,(678),Auto Components | Chennai +34 other locations
Bisk Farm,4.0,(679),Food Processing | Kolkata +137 other locations
NSB Bpo Solutions,2.9,(678),BPO | Noida +83 other locations
Moglix,3.3,(678),Internet | Noida +39 other locations
Healthians,4.2,(678),Internet | Gurgaon / Gurugram +49 other locations
Diebold Nixdorf,3.6,(679),Software Product | Hyderabad / Secunderabad +44 other locations
R.V.R. PROJECTS,3.9,(679),Engineering & Construction | Hyderabad / Secunderabad +67 other locations
Orient Cement,4.4,(677),Building Material | Hyderabad / Secunderabad +70 other locations
Wuerth,3.5,(677),Industrial Machinery | Pune +65 other locations
Infor Global Solution,3.9,(674),Software Product | Hyderabad / Secunderabad +9 other locations
Cotiviti,3.6,(675),Analytics & KPO | Hyderabad / Secunderabad +9 other locations
TVS Electronics,3.7,(675),Electronics Manufacturing | Chennai +73 other locations
Patel Engineering,4.1,(674),Engineering & Construction | Mumbai +68 other locations
IHG,3.6,(675),Hospitality | New Delhi +46 other locations
Radico Khaitan,4.1,(674),Beverage | Rampur +79 other locations
Medtronic,3.9,(674),Medical Equipment | Hyderabad / Secunderabad +45 other locations
Neeyamo Enterprise Solutions,3.5,(674),Pune +10 other locations
TTK Prestige,3.8,(674),Consumer Electronics & Appliances | Bangalore / Bengaluru +82 other locations
Snapdeal,3.8,(674),Internet | Gurgaon / Gurugram +31 other locations
Cohesity,3.9,(675),Software Product | Pune +47 other locations
Writer Corporation,3.4,(672),Logistics | Mumbai +83 other locations
Government of India,4.2,(672),Government | New Delhi +159 other locations
Central Bank of India,3.9,(672),Banking | Mumbai +197 other locations
Testbook.com,3.4,(672),EdTech | Noida +31 other locations
Trianz,3.4,(673),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations
PPG Asian Paints,3.9,(671),Chemicals | Mumbai +56 other locations
Ness Digital Engineering,3.4,(671),IT Services & Consulting | Bangalore / Bengaluru +11 other locations
Blue Yonder,3.6,(670),Software Product | Bangalore / Bengaluru +13 other locations
Livpure,3.8,(670),Consumer Electronics & Appliances | Gurgaon / Gurugram +81 other locations
Keventer,3.8,(669),FMCG | Kolkata +64 other locations
NextComm Corporation,4.8,(669),Software Product | Bangalore / Bengaluru +8 other locations
Quess IT Staffing Solutions,3.1,(670),Bangalore / Bengaluru +55 other locations
VRL Logistics,3.7,(669),Logistics | Bangalore / Bengaluru +118 other locations
CtrlS,3.6,(669),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations
DAV Public School,4.0,(667),Education & Training | New Delhi +152 other locations
Future Supply Chain Solutions,4.3,(668),Logistics | Nagpur +70 other locations
Wolters Kluwer,3.8,(669),Software Product | Pune +16 other locations
Tredence,3.4,(668),IT Services & Consulting | Bangalore / Bengaluru +9 other locations
PrimEra Medical Technologies,3.6,(668),IT Services & Consulting | Hyderabad / Secunderabad +14 other locations
ChannelPlay,3.8,(667),Marketing & Advertising | Gurgaon / Gurugram +93 other locations
Quislex Legal Services,4.0,(665),Legal | Hyderabad / Secunderabad +11 other locations
Nephroplus,3.8,(667),Healthcare | Hyderabad / Secunderabad +112 other locations
Solv,3.5,(667),Internet | Bangalore / Bengaluru +140 other locations
BASF,4.2,(666),Chemicals | Mumbai +93 other locations
Vizag Steel,4.0,(666),Iron & Steel | Visakhapatnam +29 other locations
Surya Roshni,4.1,(667),Building Material | New Delhi +73 other locations
Redington,4.0,(666),Hardware & Networking | Chennai +48 other locations
Nomura Holdings,3.7,(665),Investment Banking / Venture Capital / Private Equity | Mumbai +11 other locations
YOKOGAWA,3.8,(665),Industrial Automation | Bangalore / Bengaluru +23 other locations
Y-Axis Overseas Careers,3.8,(665),Other | Hyderabad / Secunderabad +17 other locations
L&T Power,3.9,(665),Power | Vadodara +98 other locations
SG Analytics,2.6,(662),Analytics & KPO | Pune +12 other locations
Housing.com,3.6,(662),Internet | Gurgaon / Gurugram +43 other locations
Autoliv,4.0,(663),Auto Components | Bangalore / Bengaluru +22 other locations
Lohia Corp,4.0,(662),Industrial Machinery | Kanpur +21 other locations
Rane NSK Steering Systems,4.0,(661),Auto Components | Chennai +26 other locations
Dhanuka Agritech,3.7,(661),Agro Chemicals | Gurgaon / Gurugram +108 other locations
Dodla Dairy,4.2,(661),Food Processing | Hyderabad / Secunderabad +73 other locations
EPL Limited,3.8,(660),Packaging | Mumbai +35 other locations
Orient Technologies,3.6,(660),IT Services & Consulting | Mumbai +49 other locations
Bridgestone - Global Capability Center,4.0,(660),Auto Components | Pune +61 other locations
Emami Agrotech,3.9,(660),Food Processing | Kolkata +64 other locations
Kutumbh Care,4.0,(659),Recruitment | Noida +161 other locations
Jubilant Ingrevia,3.8,(660),Chemicals | Bharuch +33 other locations
Osource Global,3.5,(661),BPO | Mumbai +25 other locations
Videocon d2h,3.8,(658),Internet | New Delhi +118 other locations
JSW Energy,4.1,(658),Power | Mumbai +74 other locations
Lionbridge Technologies,3.6,(658),Content Development | Mumbai +14 other locations
Lionbridge Technologies,3.6,(658),Content Development | Mumbai +14 other locations
R.S. Infraprojects,4.0,(658),Engineering & Construction | Noida +96 other locations
Technotask Business Solutions,3.6,(670),BPO | Bhopal +20 other locations
Leverage Edu,4.1,(656),EdTech | Noida +22 other locations
Mahindra Integrated Business Solutions,3.4,(655),BPO | Mumbai +84 other locations
Cogoport,3.2,(655),Internet | Mumbai +13 other locations
TransUnion,3.6,(654),Financial Services | Chennai +9 other locations
PeopleStrong,3.4,(653),Recruitment | Gurgaon / Gurugram +20 other locations
Triveni Engineering & Industries,4.1,(653),Food Processing | Noida +57 other locations
Capco Technologies,3.7,(652),IT Services & Consulting | Bangalore / Bengaluru +17 other locations
Omaxe,4.2,(652),Real Estate | New Delhi +24 other locations
Sandvik Asia,4.0,(650),Industrial Machinery | Pune +37 other locations
Optimum Infosystem,3.3,(650),IT Services & Consulting | Chennai +16 other locations
Qatar Airways,3.5,(650),Aviation | Ahmedabad +28 other locations
Saint Gobain Glass,3.8,(651),Building Material | Chennai +56 other locations
Progressive Infovision,3.8,(652),Recruitment | New Delhi +77 other locations
Ingram Micro,3.6,(649),IT Services & Consulting | Mumbai +47 other locations
MPS Limited,3.5,(649),Content Development | Dehradun +23 other locations
Corteva Agriscience,4.2,(648),Agro Chemicals | Hyderabad / Secunderabad +105 other locations
Epicenter Technologies,3.3,(647),BPO | Mumbai +8 other locations
Kissht Finance,3.9,(646),FinTech | Mumbai +87 other locations
Tejas Networks,3.8,(646),Hardware & Networking | Bangalore / Bengaluru +35 other locations
Licious,3.7,(645),Internet | Bangalore / Bengaluru +38 other locations
Alshaya Group,3.7,(644),Retail | Bangalore / Bengaluru +29 other locations
PCBL Chemical Limited,3.9,(644),Petrochemicals | Vadodara +24 other locations
Neurealm,3.4,(644),IT Services & Consulting | Chennai +14 other locations
Vasudha Pharma Chem,4.0,(644),Pharma | Visakhapatnam +9 other locations
TIAA Global Business Services,3.7,(643),Financial Services | Pune +10 other locations
SMC Global Securities,3.4,(643),Financial Services | New Delhi +88 other locations
Marlabs,3.5,(643),IT Services & Consulting | Bangalore / Bengaluru +12 other locations
HCL Healthcare,4.6,(643),Healthcare | Noida +40 other locations
Wissen Infotech,3.5,(642),IT Services & Consulting | Bangalore / Bengaluru +15 other locations
Welspun World,3.6,(642),Building Material | Anjar +50 other locations
DeHaat,3.6,(643),Internet | Gurgaon / Gurugram +116 other locations
Data Entry,4.2,(641),BPO | New Delhi +112 other locations
BankBazaar,3.3,(641),FinTech | Chennai +15 other locations
TCI Express,3.9,(640),Logistics | Gurgaon / Gurugram +80 other locations
Indorama,3.9,(640),Agro Chemicals | Haldia +45 other locations
Mindarika,4.0,(638),Auto Components | Gurgaon / Gurugram +26 other locations
JoulestoWatts Business Solutions,3.5,(639),IT Services & Consulting | Bangalore / Bengaluru +16 other locations
My Home Industries,4.0,(639),Building Material | Hyderabad / Secunderabad +69 other locations
Sintex BAPL,3.6,(638),Petrochemicals | Chennai +70 other locations
Quality Austria Central Asia,3.4,(639),Other | New Delhi +74 other locations
CJ Darcl Logistics Limited,4.0,(638),Logistics | Gurgaon / Gurugram +82 other locations
Krsnaa Diagnostics,3.6,(638),Healthcare | Pune +96 other locations
Magic Edtech,3.6,(638),IT Services & Consulting | Noida +11 other locations
Petpooja,3.8,(639),Software Product | Ahmedabad +64 other locations
Elite Elevators,4.1,(638),Industrial Machinery | Chennai +41 other locations
Fiat India Automobiles,3.6,(636),Automobile | Pune +23 other locations
Yatra,3.2,(636),Travel & Tourism | Gurgaon / Gurugram +20 other locations
Tata Power Delhi Distribution,3.7,(636),Power | New Delhi +32 other locations
Centaur Pharmaceuticals,3.5,(635),Pharma | Pune +66 other locations
Forbes Marshall,3.9,(634),Industrial Machinery | Pune +24 other locations
Nihilent,3.2,(633),IT Services & Consulting | Pune +8 other locations
Inspirisys Solution,3.7,(633),IT Services & Consulting | Chennai +54 other locations
Times Group,3.7,(633),Printing & Publishing | Mumbai +48 other locations
The Lalit,3.5,(632),Hospitality | New Delhi +32 other locations
Ramboll,4.0,(631),Engineering & Construction | Gurgaon / Gurugram +31 other locations
Shivalik Small Finance Bank,3.8,(630),Banking | Noida +39 other locations
CSC,3.5,(631),Financial Services | Bangalore / Bengaluru +22 other locations
Talentpro,3.8,(631),Recruitment | Chennai +126 other locations
NICE,3.5,(630),Software Product | Pune +15 other locations
Pennar Industries,3.4,(629),Engineering & Construction | Hyderabad / Secunderabad +31 other locations
Magic Bus India Foundation,3.8,(628),Non-Profit | Mumbai +75 other locations
Narayana e-Techno School,3.6,(629),Education & Training | Bangalore / Bengaluru +101 other locations
ICA Edu Skills,3.9,(629),Education & Training | Kolkata +119 other locations
Encore Capital Group,3.9,(628),IT Services & Consulting | Gurgaon / Gurugram +4 other locations
Carrier,3.7,(628),Industrial Machinery | Hyderabad / Secunderabad +51 other locations
GKN,3.8,(627),Industrial Automation | Pune +29 other locations
ANAROCK Property Consultants,3.6,(627),Real Estate | Mumbai +31 other locations
Ferrero,3.9,(628),Food Processing | Pune +101 other locations
Mount Litera Zee School,3.7,(627),Education & Training | Bangalore / Bengaluru +124 other locations
Karvy Stock Broking,3.6,(626),Hyderabad / Secunderabad +106 other locations
NoBrokerHood,2.8,(626),Software Product | Bangalore / Bengaluru +33 other locations
Electrotherm,4.2,(626),Iron & Steel | Ahmedabad +41 other locations
Welspun Corp,4.0,(626),Iron & Steel | Anjar +30 other locations
NRB Bearings,4.1,(625),Auto Components | Aurangabad +21 other locations
Continental,3.6,(626),Auto Components | Bangalore / Bengaluru +50 other locations
3M,4.0,(625),Electronics Manufacturing | Bangalore / Bengaluru +53 other locations
Philips Innovation Campus,3.7,(625),Software Product | Bangalore / Bengaluru +20 other locations
Welspun Corp,4.0,(625),Iron & Steel | Anjar +30 other locations
Crowne Plaza,4.1,(625),Hospitality | New Delhi +37 other locations
InternEzy,4.9,(624),EdTech | Erode +5 other locations
MAQ Software,3.3,(622),IT Services & Consulting | Noida +10 other locations
Vikram Solar,3.6,(622),Power | Kolkata +43 other locations
B.L. Kashyap & Sons,3.8,(622),Engineering & Construction | Bangalore / Bengaluru +25 other locations
Corporate Infotech,3.7,(622),IT Services & Consulting | New Delhi +52 other locations
Surin Automotive,3.8,(621),Industrial Machinery | Pune +22 other locations
Me n Moms,4.2,(621),Retail | Mumbai +66 other locations
FCC Clutch,3.9,(621),Auto Components | Gurgaon / Gurugram +26 other locations
bp,3.7,(621),Oil & Gas | Pune +13 other locations
Varthana,4.0,(622),NBFC | Bangalore / Bengaluru +80 other locations
Hetero Healthcare,3.6,(619),Pharma | Hyderabad / Secunderabad +76 other locations
RealPage,3.6,(619),Software Product | Hyderabad / Secunderabad +9 other locations
Impetus Technologies,3.3,(618),IT Services & Consulting | Indore +14 other locations
Shalby Hospitals,4.1,(618),Healthcare | Ahmedabad +22 other locations
Hitachi Systems Micro Clinic,4.0,(617),IT Services & Consulting | Mumbai +78 other locations
Tecnimont,3.9,(618),Engineering & Construction | Mumbai +31 other locations
Avalon Technologies,3.8,(617),Electronics Manufacturing | Chennai +17 other locations
Gainwell Commosales,4.1,(617),Industrial Machinery | Kolkata +82 other locations
Ebixcash Global Services,3.2,(617),BPO | Mumbai +40 other locations
Manjushree Technopack,3.5,(616),Bangalore / Bengaluru +34 other locations
Turbo Energy,4.2,(616),Auto Components | Chennai +26 other locations
Suroj Buildcon,4.1,(616),Engineering & Construction | Pune +45 other locations
Careon Healthcare Solutions,3.8,(630),Medical Equipment | Bangalore / Bengaluru +14 other locations
Danfoss Industries,3.9,(615),Industrial Machinery | Chennai +21 other locations
Trigent Software,3.4,(615),IT Services & Consulting | Bangalore / Bengaluru +31 other locations
TVS Eurogrip,3.6,(615),Auto Components | Madurai +81 other locations
UKB Electronics Limited,3.6,(614),Electronics Manufacturing | Noida +24 other locations
Shivam Autotech,3.6,(614),Auto Components | Gurgaon / Gurugram +22 other locations
Varun Motors,3.8,(613),Automobile | Hyderabad / Secunderabad +42 other locations
Suraksha Diagnostic,3.7,(613),Healthcare | Kolkata +34 other locations
TDS Lithium-Ion Battery,4.2,(613),Auto Components | Ahmedabad +20 other locations
Airports Authority of India,4.2,(611),Aviation | New Delhi +89 other locations
NetConnectGlobal,3.1,(611),IT Services & Consulting | Bangalore / Bengaluru +43 other locations
Reliance Jewels,3.9,(612),Jewellery | Mumbai +131 other locations
Dr. Batras' Positive Health Clinic,3.8,(611),Healthcare | Mumbai +86 other locations
Sir H. N. Reliance Foundation Hospital and Research,4.3,(611),Healthcare | Mumbai +10 other locations
Global Healthcare Billing Partners,3.4,(611),BPO | Chennai +15 other locations
Kajaria Ceramics,3.9,(611),Building Material | New Delhi +83 other locations
Suma Soft,3.5,(609),IT Services & Consulting | Pune +11 other locations
Emids Technologies Limited,3.6,(609),IT Services & Consulting | Bangalore / Bengaluru +9 other locations
Sapphire Foods India,3.8,(609),Hospitality | Mumbai +64 other locations
Finova Capital,3.8,(609),NBFC | Jaipur +180 other locations
Pyramid IT Consulting,3.0,(609),Recruitment | Noida +25 other locations
South Indian Bank,3.3,(609),Banking | Kochi +83 other locations
Netmeds.com,3.8,(609),Internet | Chennai +125 other locations
Nucleus Software Exports,3.4,(608),Software Product | Noida +12 other locations
Okaya Power,3.8,(608),Electrical Equipment | New Delhi +88 other locations
Collegedunia,3.0,(608),Internet | Gurgaon / Gurugram +28 other locations
Geojit Financial Services,3.3,(607),Financial Services | Kochi +139 other locations
ACKO,3.5,(607),Insurance | Bangalore / Bengaluru +13 other locations
BDO RISE Private Limited,3.6,(607),Accounting & Auditing | Bangalore / Bengaluru +9 other locations
CSM Technologies,4.0,(607),IT Services & Consulting | Bhubaneswar +22 other locations
ThoughtWorks,3.9,(606),IT Services & Consulting | Bangalore / Bengaluru +11 other locations
Shriram Automall,4.0,(606),Internet | New Delhi +107 other locations
Family Health Plan,3.7,(603),Insurance | Hyderabad / Secunderabad +37 other locations
Polaris Consulting,4.1,(605),IT Services & Consulting | Hyderabad / Secunderabad +18 other locations
Maharashtra Seamless,3.4,(605),Building Material | Mumbai +25 other locations
MothersonSumi INfotech & Designs,3.4,(605),IT Services & Consulting | Noida +18 other locations
Revolut,2.5,(606),FinTech | Bangalore / Bengaluru +20 other locations
Gestamp,3.6,(605),Auto Components | Pune +14 other locations
Kaizen IT Services,3.9,(605),IT Services & Consulting | Kolkata +91 other locations
Dhani Services,3.7,(603),Mumbai +79 other locations
Royal Caribbean International,4.2,(604),Sports & Recreation | Mumbai +25 other locations
IDBI Intech Limited,3.3,(604),IT Services & Consulting | Mumbai +28 other locations
Chaitanya India Fin Credit,4.0,(604),NBFC | Bangalore / Bengaluru +171 other locations
Sasken,3.6,(604),IT Services & Consulting | Bangalore / Bengaluru +12 other locations
National Stock Exchange of India,3.6,(605),Financial Services | Mumbai +33 other locations
Sigma Engineered Solutions,3.9,(603),Industrial Machinery | Pune +13 other locations
Annalect,3.4,(605),Marketing & Advertising | Bangalore / Bengaluru +14 other locations
Sintex Industries,4.0,(605),Industrial Machinery | Ahmedabad +58 other locations
ITC Limited Foods Division,3.9,(604),Food Processing | Bangalore / Bengaluru +75 other locations
IRB Infrastructure,3.9,(605),Engineering & Construction | Mumbai +70 other locations
SOLAR INDUSTRIES INDIA,3.7,(604),Defence & Aerospace | Nagpur +40 other locations
Becton Dickinson,4.0,(604),Medical Equipment | Bangalore / Bengaluru +37 other locations
Ongc Petro Additions,4.0,(604),Petrochemicals | Bharuch +30 other locations
Family Health Plan,3.7,(603),Insurance | Hyderabad / Secunderabad +37 other locations
Carnival Cruise Lines,4.2,(603),Sports & Recreation | Mumbai +31 other locations
Jain Irrigation Systems,3.7,(601),Agriculture | Jalgaon +89 other locations
HDFC Asset Management Company,4.1,(601),Financial Services | Mumbai +137 other locations
Agrostar,4.0,(601),Internet | Pune +50 other locations
Super Smelters,3.7,(601),Iron & Steel | Asansol +24 other locations
Central Reserve Police Force,4.6,(601),Government | New Delhi +94 other locations
Holiday Inn,4.0,(601),Hospitality | New Delhi +60 other locations
Fiem Industries,3.6,(601),Auto Components | Hosur +29 other locations
ShareChat,3.6,(600),Internet | Bangalore / Bengaluru +42 other locations
Einfochips,3.5,(600),IT Services & Consulting | Ahmedabad +13 other locations
Finastra,3.7,(600),Software Product | Bangalore / Bengaluru +13 other locations
Sl Lumax,3.4,(600),Auto Components | Chennai +17 other locations
Mavenir Systems,3.3,(600),IT Services & Consulting | Bangalore / Bengaluru +19 other locations
Cyfuture,3.0,(599),IT Services & Consulting | Noida +37 other locations
Columbia Asia,4.6,(599),Healthcare | Bangalore / Bengaluru +19 other locations
BT E Serv,3.9,(599),BPO | Kolkata +6 other locations
Godrej Industries,4.1,(598),Real Estate | Mumbai +68 other locations
Hamilton Housewares,3.8,(598),Consumer Electronics & Appliances | Mumbai +53 other locations
Sanghi Industries,4.0,(597),Building Material | Ahmedabad +31 other locations
Wissen Technology,3.7,(598),IT Services & Consulting | Bangalore / Bengaluru +9 other locations
InsuranceDekho,3.5,(597),Internet | Gurgaon / Gurugram +82 other locations
Aster Dm Healthcare,3.6,(597),Healthcare | Bangalore / Bengaluru +40 other locations
Vedanta Limited,3.8,(597),Metals & Mining | Lanjigarh +52 other locations
Royaloak Incorporation,3.7,(597),Furniture & Furnishing | Bangalore / Bengaluru +47 other locations
Ugam Solution,3.6,(596),IT Services & Consulting | Mumbai +14 other locations
Renovision Automation Services,3.3,(595),IT Services & Consulting | New Delhi +70 other locations
Serum Institute of India,4.2,(595),Biotechnology | Pune +26 other locations
Sudarshan Chemical Industries,3.9,(595),Chemicals | Roha +26 other locations
Medcode,4.0,(595),IT Services & Consulting | Hyderabad / Secunderabad +10 other locations
Grab A Grub Services,3.9,(595),Logistics | Mumbai +113 other locations
Matrimonialsindia,4.9,(594),Internet | New Delhi
BMC Software,4.0,(593),Software Product | Pune +10 other locations
Finolex Industries,3.6,(595),Building Material | Pune +72 other locations
Maxicus,4.0,(591),BPO | Vadodara +15 other locations
Jubilant Agri and Consumer Products,4.0,(591),Chemicals | Gurgaon / Gurugram +114 other locations
Kirloskar Ferrous Industries,3.6,(592),Iron & Steel | Koppal +22 other locations
Schwing Stetter,3.9,(591),Industrial Machinery | Chennai +44 other locations
Bridge & Roof Co,3.5,(590),Engineering & Construction | Kolkata +64 other locations
Sapiens,3.1,(591),Software Product | Bangalore / Bengaluru +8 other locations
Cashify,3.8,(592),Internet | Gurgaon / Gurugram +57 other locations
Blackberrys,3.7,(589),Fashion & Textile | Gurgaon / Gurugram +92 other locations
Jayaswal Neco Industries,4.0,(589),Iron & Steel | Raipur +30 other locations
AVTEC,3.5,(588),Auto Components | Hosur +26 other locations
Action Tesa,3.8,(588),Building Material | Sitarganj +60 other locations
Jayaswal Neco Industries,4.0,(589),Iron & Steel | Raipur +30 other locations
Bharat Biotech International,3.1,(587),Biotechnology | Hyderabad / Secunderabad +30 other locations
CSG International,3.5,(587),IT Services & Consulting | Bangalore / Bengaluru +13 other locations
Kellogg,4.2,(584),FMCG | Mumbai +85 other locations
VDA Infosolutions,3.8,(586),IT Services & Consulting | Pune +34 other locations
Vedang Cellular Services,3.8,(585),Telecom | Mumbai +68 other locations
Nspira Management Services,3.7,(584),BPO | Hyderabad / Secunderabad +58 other locations
Belstar Microfinance,3.9,(586),NBFC | Chennai +216 other locations
DHL Global Forwarding,4.0,(586),Logistics | Chennai +21 other locations
Toyoda Gosei Minda,4.2,(584),Auto Components | Neemrana +25 other locations
DealShare,3.5,(584),Internet | Bangalore / Bengaluru +44 other locations
Excitel Broadband,3.6,(583),Telecom | New Delhi +43 other locations
Blackrock,3.5,(583),Financial Services | Gurgaon / Gurugram +18 other locations
Mrs Bector's Food Specialities,3.9,(582),Food Processing | Greater Noida +84 other locations
Heidelberg Cement,4.1,(584),Building Material | Damoh +78 other locations
United Colors of Benetton,4.4,(582),Fashion & Textile | Gurgaon / Gurugram +73 other locations
Affinity Express,2.9,(582),Marketing & Advertising | Pune +12 other locations
HLL Lifecare,3.7,(582),Healthcare | Thiruvananthapuram +115 other locations
